,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,455.8640688680162,453.6785969696552,450.42495530696067,451.4154177487907,449.90077451697715,448.587350584364,450.4041457990457,447.43014814316393,446.7115491022185,447.9292878612417,448.47851244668857,448.86174302169553,448.7501511162933,445.4538719488106,445.4308301456366,444.64827005975025,447.18659032239833,445.47028886564664,446.61380822671094,444.84821092425227,444.3278293633147,446.23569880566794,444.8051359368328,450.14243652643876,452.08182250303446,452.5863928090133,456.2816546926035,458.9275360944909,464.8696779796676,469.4995338465628,474.23308021169817,480.3256821177311,483.59624825154617,484.0749120239936,491.6946074283115,493.77286514666577,498.93369626908566,501.32180876291346,515.410106824209,513.1641165800439,524.3560790164923,544.3152867066473,548.9430648110169,553.5749214043617,553.5380888609271,561.2349968055396,558.3867465434189,555.3806488987618,560.3251337464152,553.2909086541644,556.2839310734331,547.6587506737716,554.4705200411641,554.4885443951871,557.4688580994433,554.8070188582238,548.9999517588923,561.7679579642878,571.6284119155619,564.420036194352,557.3218613964993,553.4236328715443,560.9968836075699,558.553131101086,556.4774826533383,537.1387129411005,537.6292098541599,533.767921373133,535.1643420362255,533.7661645960301,520.6038402552828,519.085914837711,515.4074327158589,509.3838889533518,502.6580805292158,503.3053436411924,490.07748554926434,492.548342768361,492.00610820019483,484.5368602133313,480.25623901449524,482.93888817342463,478.71948379549934,478.09283899440277,475.10666833091494,473.3026348953923,468.9877098802611,464.3065684858269,467.907860011831,464.66525277573385,466.93746089645407,461.39555606969856,462.85261254039773,460.6133742816982,460.76506907464875,455.91670712050893
2,452.54055628164355,451.2203196268809,449.24032795600675,448.3464134343272,446.84769946828436,445.33955913125783,445.5036023503406,444.15709452091767,442.5950002640969,443.55471660874366,443.1802800615448,443.5073715402164,442.2921338864418,441.40641793671386,441.1965728003673,440.1419241152304,440.5487910681664,440.0010574619367,440.26414494435403,441.708623069803,437.1140272053002,441.1240837698628,439.76693812762204,440.33732281633434,439.2764965331654,443.06874434900556,445.1228138386105,446.0132177563722,449.1617353555608,452.3497581889177,461.6846684925113,466.97608857130143,477.1441334973948,483.57419608989164,489.9757533436023,489.6271782524192,505.6729005953071,511.4666216827081,517.9845218560521,518.6656412758327,531.3009551494957,537.646014955203,544.2445128901417,555.5901475703059,552.9917632972533,554.9177298196821,568.8525685548486,571.3785985581163,569.2704395266163,561.6884991037348,572.2688042410882,566.5832177937348,565.137541226159,563.653638986312,568.6010815512494,566.0983471916245,554.5880887324325,557.8998591831111,565.2442703473208,555.4516053526412,545.9772411994791,547.0709370773247,548.6754634691057,555.9047993946427,547.4380857347359,535.3548410427962,529.2212413966239,529.9119539142717,525.2821677579842,519.3331606008612,502.1480567141101,508.41174921119773,507.34961478893297,498.95733059409173,495.11041878770703,493.75511404177576,483.02835050663566,484.08647964538096,480.12033890641027,471.63347844808294,469.2393839175439,473.4024679245392,473.6388096325793,468.6787253801649,470.877487311693,466.23771101655893,465.3399536158824,460.1068930734645,461.5477073306428,465.17503683001246,461.8870432249625,455.51181487610245,459.31312172125286,460.06550265893793,459.89524708080523,451.0942881765524
3,457.1427203946316,457.1700305639962,455.6495821789799,454.40691535318854,450.11718387810566,451.20327719615324,451.1228331831883,451.7348799423741,446.5171583715545,449.3878369611369,448.6614253659752,449.0941716444748,446.0950589602601,447.5008034057174,447.98935355960214,447.2590967226302,447.76871833147254,447.0227466481939,445.92523018359157,445.5266434660189,441.56421633669373,441.57156497246785,440.51266644806486,441.90757321866585,442.79229001208404,439.04257198703425,444.02844589529343,445.56114909662375,450.3347748556817,454.62933774117226,462.0897179015868,465.4332330057522,474.5659202180261,474.89153268540775,489.120940875696,489.11703004446247,500.78855815303945,501.053282360372,506.968038689394,515.4088546354221,525.467941556967,517.5369799426345,528.0775510983278,531.1711741241635,539.9658389987661,542.6843891500653,549.631417890388,552.0749930480572,552.8604981931584,553.308847495601,549.8142835031364,555.6539308605893,556.069630180393,552.6614681671606,561.9986883772962,548.2166802441243,548.7990276814905,558.6479613545959,551.6917811629689,544.9317582043587,543.751830896281,537.2648921248563,539.4437151182678,535.9485523700193,528.9183912651655,529.409484654968,512.9763596827158,513.9612154081036,514.3754392033834,512.5530615649511,498.08377574377676,499.87357559267673,502.9429711381076,492.5435233984215,492.3210837820098,488.7296917332334,481.98321305276806,480.5679776945972,480.0739915156286,472.5771414832896,469.7397122768859,474.0024777621765,473.16833072325545,470.2654891154237,472.6267342473322,470.43068357511197,471.05686179811767,463.3952992084845,464.719101289644,465.6292593599912,467.2109238415291,462.5502870348755,463.5924835623751,466.66387429430324,463.9365899509225,456.0816716888098
4,461.17041961434705,459.9420067226821,459.3393568764928,461.8066588792357,460.31029964771625,458.44521068364475,461.04954900141075,457.0927451189602,459.05063645754666,456.0794025180986,455.98388156657376,459.7534457765134,456.8546447188948,457.4352987469032,455.8654972282955,455.4093340224471,456.9374782571511,455.239205581991,456.6831605921357,456.88612071179534,455.49591522459434,454.0816956744073,450.7060506428016,453.07023297012364,454.7252701055474,456.57945081476703,459.79539306201724,460.2596483122678,462.5086679166439,467.68052443113515,470.1404453906249,475.7581091507173,480.29400159577125,485.94010777135054,493.22732987240437,502.3783738546978,505.8683950493231,511.13636155384006,515.5155257072142,524.4911459631038,531.5767930121419,529.5016062285017,542.1116083748607,535.5770076890122,541.2412979374295,543.3214723535398,551.4107771029766,552.1117789896555,555.4586230660227,554.3426103437741,557.6264337447523,552.9885802877167,554.6021305542677,554.6881473465055,555.0403766466834,549.3402887840069,557.5451865735093,556.6137775348977,546.9102748337768,556.6701882274338,550.595327184855,546.8860055038623,543.092533873473,536.002788911147,527.1880054437087,521.0222506288277,515.074730705718,511.2576976575589,505.03559095039316,500.16685320105785,499.0167934439044,495.6088727625925,498.1752135997744,494.6502735075746,487.48708478890626,485.3432142385197,482.7636130478599,485.1959427082866,480.01157272256256,476.39324130211105,480.58628117826,477.96833220141866,475.5186321541248,480.1499486398021,476.78714729444005,474.3918904917315,474.10301848811673,473.71132312331395,470.77021925568306,469.0392171309337,468.22303054961213,468.5220768725847,466.00882071574284,465.2711271325672,462.4928737154544,464.2826336044589
5,434.09700575573237,432.57822767162406,433.02991823542,431.49812457893046,429.3470126742798,429.4565221616304,428.3416293970536,426.4135899804331,426.2330514518575,425.3838715321817,425.2755853083136,423.82507857460183,424.0900819281576,422.84277799690835,423.517241413253,422.98940143502557,423.43253172628397,423.12969092195334,422.3950745227548,422.65954742921133,421.40495419034295,421.73972488409726,420.95181681176877,422.4315884659233,422.80824309645146,423.5262824118367,427.650503191693,430.21743000114486,435.2872735364142,442.8260975204298,447.9004030791606,453.4646669850558,462.39525723378216,471.12089260336523,481.60106886971573,486.86624451357335,493.07363435993534,504.0672869152145,503.73363272300674,512.4415829094995,514.8029097275597,521.0393166208656,524.1901704833913,529.5216568006962,527.6439008453822,537.0399644580034,557.0241234266089,551.1159820362441,557.5083650468298,560.1287600089821,559.6035162545917,553.4482633837298,549.3835373634921,554.8015404964539,558.0591281075892,561.8898574754594,550.6478060039567,549.4599188505813,547.2912631871666,549.8099390692691,536.1784244225463,533.8204639662829,527.1486339250299,518.2829391105951,512.1896526897383,505.7565932231255,502.23641137323744,492.8933841837994,487.60511202368684,485.41642901407715,485.7084665506156,481.3047902873961,470.0527991755054,471.1563991254662,468.8669623890552,464.6708552844577,460.857122899087,459.4790841681044,455.99496655299185,451.5505205566836,448.8474107760004,451.28713363443944,450.92085036845725,450.3742145647679,449.80986907019997,449.2361396133706,446.62653176420855,445.5675139446006,441.83080990250403,441.3131390792002,442.09102086809645,440.73427278741883,438.9934203078667,437.67980376682766,435.6536290500519,435.03663721321794
6,464.0613391856104,464.1365333018098,461.5935866058943,460.83088437965665,460.4138226215368,459.50818747291163,459.2247660414644,454.26903647404265,457.5687333397196,456.3663168938534,455.596115366439,453.60774772393097,454.09700607422,454.269424204858,454.84577284447,452.5955238290466,452.4033052674943,453.0308049587384,449.70079187049646,451.6382658611357,451.90164889272734,451.01470061508076,450.821755482034,448.4449662748711,445.88657995228755,448.0728232879544,452.14139271651715,454.4027004412765,458.6181510925907,464.0664096390615,470.7436807114711,476.45941258799667,485.9255066297745,496.75193560616844,504.0097899779505,511.79766799744544,518.9814136325977,524.4145174698789,534.0779857204451,534.5691674759059,539.6467712921221,547.3859190304495,555.277643881669,558.2725235668963,558.3559251315467,566.834713636105,571.1621503898846,576.6707297143064,580.0400993329442,581.253141732753,584.3352507313858,576.1591186815641,582.2760857848277,578.6901547986809,577.9849163276059,582.7287441935173,577.0349855679373,575.8512830406685,567.9980932048508,568.0879286170837,558.1241852425288,559.115431023695,554.5561174217598,546.0282240139416,541.6847067226898,535.9798310964377,529.9185319242523,526.125549776554,518.1161778742562,516.4885979754499,506.77565082729745,507.8833868589732,506.1954413608483,505.7098981799635,496.6777568642149,499.2071551845268,488.86880023827484,489.2993425080456,488.17304084515933,480.71430150430047,479.8408959063208,480.6358763094599,480.6629527262921,476.43871304523867,476.52269109807486,477.1288317304779,476.3256036891951,473.76978620273206,472.3263049899129,470.15409765206505,471.67541577495723,470.028354970905,469.99351731369063,466.90469592807193,464.81064673173177,466.4056572748954
7,450.0498158814814,449.3984845269614,445.7618417621182,446.47749429852473,441.99863927579116,444.31536629710894,444.2463198363765,444.4223986633908,440.9548243102595,440.25115913425947,442.77720519345615,444.3115533180423,442.0097897321302,442.0079952991384,438.65763947018365,438.63127540739976,437.9896449865673,439.0826905683962,439.8567764643746,436.6429930500271,436.12503141635085,436.7034055387879,436.6231017790991,438.8572418279501,436.0561950891238,435.67447358426733,445.09390175049987,445.686381186661,450.5234551293638,460.38251378623744,469.39127031530245,474.09040320897776,482.5903630331712,492.06921182015583,500.95435257830576,506.18254544903,512.8844658356094,521.6871023125648,530.3874890970583,529.807425371971,537.8409887320377,542.0086771461426,559.2495730680428,557.1222191186135,557.9566228030586,567.4242794845211,579.2076093560077,584.4809393815343,586.954503129621,577.4038050975558,587.8375647317653,573.5691914325243,578.1059168160676,575.8777240438396,570.1736242589748,573.541532861256,578.0863311917522,566.7516896066826,567.8008335050708,559.1126967284603,556.0539750363649,549.269808306799,552.2209255875023,546.3162827923165,542.0456774093711,535.4439696009578,525.5035379276634,522.2466826885108,514.809708104581,511.8604527063847,504.55879056890586,508.0995089570325,503.946063187489,490.3126992359525,491.38668592725793,490.8886451780685,484.877065642578,480.87260983297733,477.11208867990246,471.5693368454407,468.1808212158205,468.84298752575523,469.8295834146809,464.2501366987456,464.153389300829,460.38141158040276,460.9530889799283,457.8710708553356,457.0913707587833,458.1518845772007,457.79154222106644,450.7080927324626,453.0371264724936,453.08705984532764,453.562148163973,449.61687915746387
8,452.75145615670084,454.75293575347587,448.03670372985,446.5504640092407,448.17644583673166,449.5525294737686,446.5224930129674,445.0826126202018,442.2395995021241,447.4489286231471,444.93484148500886,442.6950915883248,443.655957105449,443.7059014297229,445.05485368172396,443.4292618110378,442.1810837234594,442.63732693916484,445.0274691946834,442.7780261127252,439.91169500804494,440.93307081439275,443.2635337429662,443.1299246236006,444.1391907007772,448.32876314888375,455.3914527709517,456.7349971107665,462.50608826441476,470.37487348654037,479.23444644556093,483.54728013972516,491.6093904963169,500.8502820053086,509.71922019004273,509.6516650577243,521.6318190645709,523.927339346623,536.972266724506,536.273125347151,549.2534798413202,554.376275674517,568.0388854162359,571.4408142754596,576.2651627783848,576.3550514263676,587.2327116422518,595.1307944311134,586.5323551264321,592.9638780654415,591.806296792214,590.0381026071854,585.5171429806456,581.4336359672055,587.4183383995859,580.4300411639924,579.8072673095348,576.7285079480795,586.3234671134313,579.0229171290512,565.9311172653665,559.0944417591525,564.525306994669,560.7607620023723,551.1260524513981,547.8480637261931,536.0475604203913,532.3790128521015,529.008519474731,521.4069307574251,512.3374057028507,508.8479408424262,510.94586226636073,508.0571860950943,497.73533238882203,494.1505268578823,489.62869753064473,482.10196739478675,483.53020497855795,477.1005701648987,473.60380288706716,473.65964678290635,477.66829950550925,469.0189472214757,472.85015040918944,467.7805739953561,464.68497385491884,461.61862590108456,463.11512304072676,463.14834110587924,463.0676568000688,457.49799239492535,459.40572914106787,460.1969672084331,459.82733926645557,452.85240052920796
9,458.96332062849655,459.86142012506474,457.98121723328245,456.4153008912373,453.18637495536774,451.97552988007146,452.59521711638945,453.99647974783886,453.158078399107,453.1522640115545,450.29772075548175,453.7053265621761,450.74119483199155,451.77546065204547,450.5721847660889,450.02815517110264,450.1952893825968,449.2001897661045,448.0178590503709,451.51175766021714,448.1201468221945,449.21307734726884,448.96104744690166,445.49828966753313,450.57949742943975,454.92433260621607,455.8061032047389,457.64422266802865,460.57470146188246,466.06823842113323,467.6403232537335,471.55158191386437,475.4905550706765,485.87617174690257,486.6683470665163,492.7557800978031,497.8387073435372,500.4278475936249,505.2161408830064,514.0067849240427,518.6295796138603,528.4674154782363,531.5230423851823,540.2012905987366,547.3928037938765,545.4043233254711,547.9298806663269,551.3121010407896,546.8626901896612,549.5187607895091,554.485866657686,546.859925698079,554.6310471523504,556.9320840929201,549.0926477603034,544.342966889382,550.6156843581256,547.9568221797922,547.821430201136,545.6117088328406,545.596852879492,551.8461123547855,538.8880200305181,538.8675003440474,533.620939911129,525.4606455794554,515.9091432041438,517.8700540695163,515.1704003967568,512.5052352790327,495.85688283790984,499.54015664819354,496.44040508501104,496.39064790254463,490.56702654935077,487.9910739734385,481.85300099525824,479.0053735545482,476.1494426407417,476.5151905193858,472.5996185275123,470.718653419947,468.8597516055786,467.7885858894627,471.76040465288264,466.39452626615395,465.80274065324744,464.6249219676113,467.7734920707857,466.27215743188555,469.1980587822486,461.61482867548324,462.94787918640793,460.4851013329086,460.5537529542486,457.72831710739655
10,472.9183708150427,470.30284491925784,470.5437965266448,465.3470061551273,468.4618524824263,466.14838852841734,464.4959308279001,461.98455673746236,462.35551948912826,465.96004572684535,463.29093237925474,461.44064761520644,461.21923980307827,459.66338415566986,462.488632068236,458.36485988491415,459.27746338478283,460.3533091722013,458.2114914257447,457.8279839324908,455.0852523183925,458.6716546618998,456.2999479451706,456.1020543598236,459.23688165570314,459.7305610785126,464.78708209753995,464.4490749093697,469.5377435579001,480.56609008531274,488.7108421742627,491.6962294751346,500.12807923901875,505.6541218985245,512.0908310239793,521.3971749216865,529.38551235854,532.5552252532563,541.846454733933,549.4991946853369,548.3866949659819,560.7898070780706,578.8708187518399,568.9608461897463,578.3214894194094,582.793189624512,583.4898409571758,589.7365450301911,589.7203399233636,594.925503566658,584.0802363026249,587.7301523441563,584.286136646853,599.8157726738242,597.047470926622,585.9816023138094,586.4483183783352,590.5651593451222,587.9853012263882,588.0501827114458,582.3995879209157,590.971308173765,584.0694592554263,574.0635978900425,568.6186444202762,559.9411565337427,558.9950599671461,543.2769285649704,549.1808673468712,536.8811455714341,529.5827272305005,527.5711510312107,524.7426362261413,520.6126335823112,512.8897573804265,511.15188190589123,504.8457950672608,502.56955080691597,499.92564128275916,498.18579238976537,487.87538941427573,494.12556066278734,490.1994845745465,483.82099827983706,487.3663313366208,484.85394406019725,486.06657554448833,482.56505360653006,484.76454982890095,479.9766500949826,479.30089214509024,477.44348683041477,475.64188758614085,475.60632736310816,475.4187622767572,471.55933447454044
11,447.72671368453217,445.5161740991054,444.7466147030924,443.2955157764344,442.5410376526854,438.00740196462215,440.5480654066492,437.7218342936255,439.7794700584915,439.29565392298593,437.9600347190036,439.01528938718434,438.34263519823685,437.84205937240796,438.15050908050927,435.3672734377238,437.61327818707986,437.8117727645632,436.0156771763251,437.3211693259442,435.4470155290435,436.402506493376,437.61420273181216,438.4467764379991,436.5195519889478,441.42254592774975,446.0560766656588,451.11635041207165,458.2466663056312,468.48128411024015,485.06702076242914,494.25641729628904,499.6131917024257,518.1903715383935,527.0842354513412,553.8835005735128,549.6527230967835,562.3895430308479,581.1361998386596,589.7317772502531,594.524577574275,593.2758484803941,594.4649242752154,598.8084117634236,605.9753836330915,615.3131809776537,620.4196036680189,630.5868651307012,634.9718906667799,649.2987468516931,659.4941532655841,651.5508519358589,649.6305389483823,648.1592877389043,658.7675591231692,656.4331189852908,647.2081431730352,646.361028240057,628.0283775809127,629.8317958890302,619.0510519843426,619.6461377738444,609.9780658891556,604.0060774637618,583.3981773439427,579.9953321985719,583.0787097372747,561.1381723225861,553.1923032856058,545.977804193526,534.2590287240758,533.2247090566012,523.0918460806054,517.8828125501941,511.52702455544943,506.7772548286943,500.3152886178065,493.9042386172245,489.66622148051005,482.85266059385395,479.80225970711626,476.433229860902,472.16941619540626,470.6303251643101,466.8158378551376,466.62074660937606,465.3066511154059,459.4386821567447,459.780697104098,456.6032392515908,459.0422843178815,451.287867646271,451.3536567526556,451.5323284901652,448.4839653188447,447.66705969697915
12,449.6691655255723,447.9284894836921,444.5252629663191,443.6240000131872,440.06431712293113,436.6948579192871,436.9882503208724,435.2833419950365,430.8720553944221,430.25006992273825,430.20002254675944,432.2687749072475,427.82983497130954,426.2554763576375,426.2443237632127,428.20010310148126,425.2398469110151,424.96479872258794,424.4589703680439,425.37993758747893,422.78061918759533,424.5735634723815,422.4673707819201,423.2324369519533,425.2334345865918,428.5223602590006,431.67267301526323,432.98974586994774,442.75803094623257,455.30480151613835,469.36358059265154,483.55736834794885,494.0768133145539,521.9050934366726,533.0932389893861,541.1245779975529,564.0847069039695,575.944077618881,597.1683448530939,604.7766998657988,621.6270457122846,635.9681028445335,633.6886592549362,637.8759841671936,657.7001389629755,665.5153745820115,671.587381361338,687.581368799956,693.8120900507232,718.8404819447363,733.7937155272613,731.2392394703127,730.2248576690238,728.2657791244399,740.984369632311,735.1590904667866,732.3064684934527,723.5386119179383,731.5497068010098,717.8106347458096,715.2967489692805,706.2852255004319,693.1343908963411,692.5666437485426,674.1971450756336,670.6476646529331,641.0720006843962,624.8283230885028,614.8146222674868,600.4686540121793,583.1921050214245,575.6025202941383,562.8579973029947,544.4308612676438,538.3428402246204,531.3685668664274,526.239732501819,518.55495780372,506.26409960590075,501.2472374791823,489.6301380205032,493.42645646738606,493.4184343358497,486.70870047658155,479.8572118253211,481.6122471808228,483.9863366398132,474.8862698027568,473.9315292119153,470.6578026804818,470.1742711929076,465.40603817748024,458.252001399926,459.4723859556728,457.0329509412425,452.3870469038423
